,,Factor,Factor,Factor,Factor,Institution,Institution,Institution,Production,Production,Production,Production,Production,Production,Production,Production,Production,Production,Production,Production,Production,Production,Production,Production,Production,Production,Production,Production,Production,Production,Production,Production,Production,Production,Production,Production,Production,Production,Production,Production,Production,Production,Production,Production,Production,Production,Production,Production,Production,Production,Production,Production,Production,Production,Production,Production,Production,Production,Production,Production,Production,Production,Production,Production,Production,Production,Production,Production,Production,Production,Production,Production,Production,Production,Production,Production,Production,Production,Production,Production,Production,Production,Production,Production,Activities,Activities,Activities,Activities,Activities,Activities,Activities,Activities,Activities,Activities,Activities,Activities,Activities,Activities,Activities,Activities,Activities,Activities,Activities,Activities,Activities,Activities,Activities,Activities,Activities,Activities,Activities,Activities,Activities,Activities,Activities,Activities,Activities,Activities,Activities,Activities,Activities,Activities,Activities,Activities,Activities,Activities,Activities,Activities,Activities,Activities,Activities,Activities,Activities,Activities,Activities,Activities,Activities,Activities,Activities,Activities,Activities,Activities,Activities,Activities,Activities,Activities,Activities,Activities,Activities,Activities,Activities,Activities,Activities,Activities,Activities,Activities,Activities,Activities,Activities,Activities,Income Tax,Sales Tax,Sales Tax,Sales Tax,Sales Tax,Sales Tax,Sales Tax,Sales Tax,Sales Tax,Sales Tax,Sales Tax,Sales Tax,Sales Tax,Sales Tax,Sales Tax,Sales Tax,Sales Tax,Sales Tax,Sales Tax,Sales Tax,Sales Tax,Sales Tax,Sales Tax,Sales Tax,Sales Tax,Sales Tax,Sales Tax,Sales Tax,Sales Tax,Sales Tax,Sales Tax,Sales Tax,Sales Tax,Sales Tax,Sales Tax,Sales Tax,Sales Tax,Sales Tax,Sales Tax,Sales Tax,Sales Tax,Sales Tax,Sales Tax,Sales Tax,Sales Tax,Sales Tax,Sales Tax,Sales Tax,Sales Tax,Sales Tax,Sales Tax,Sales Tax,Sales Tax,Sales Tax,Sales Tax,Sales Tax,Sales Tax,Sales Tax,Sales Tax,Sales Tax,Sales Tax,Sales Tax,Sales Tax,Sales Tax,Sales Tax,Sales Tax,Sales Tax,Sales Tax,Sales Tax,Sales Tax,Sales Tax,Sales Tax,Sales Tax,Sales Tax,Sales Tax,Sales Tax,Sales Tax,Use Tax,Use Tax,Use Tax,Use Tax,Other
,,Capital,Labor,Natural resources,Electricity,Household,Grid,Govt,Paddy rice,Wheat,Cereal grains nec,"Vegetables, fruit, nuts",Oil seeds,"Sugar cane, sugar beet",Plant-based fibers,Crops nec,"Bovine cattle, sheep and goats, horses",Animal products nec,Raw milk,"Wool, silk-worm cocoons",Forestry,Fishing,Coal,Oil,Gas,Other Extraction (formerly omn Minerals nec),Bovine meat products,Meat products nec,Vegetable oils and fats,Dairy products,Processed rice,Sugar,Food products nec,Beverages and tobacco products,Textiles,Wearing apparel,Leather products,Wood products,"Paper products, publishing","Petroleum, coal products",Chemical products,Basic pharmaceutical products,Rubber and plastic products,Mineral products nec,Ferrous metals,Metals nec,Metal products,"Computer, electronic and optical products",Electrical equipment,Machinery and equipment nec,Motor vehicles and parts,Transport equipment nec,Manufactures nec,Electricity transmission and distribution,"Gas manufacture, distribution",Water,Construction,Trade,"Accommodation, Food and service activities",Transport nec,Water transport,Air transport,Warehousing and support activities,Communication,Financial services nec,Insurance (formerly isr),Real estate activities,Business services nec,Recreational and other services,Public Administration and defense,Education,Human health and social work activities,Dwellings,Nuclear power,Coal power baseload,Gas power baseload,Wind power,Hydro power baseload,Oil power baseload,Other baseload,Gas power peakload,Hydro power peakload,Oil power peakload,Solar power,Paddy rice,Wheat,Cereal grains nec,"Vegetables, fruit, nuts",Oil seeds,"Sugar cane, sugar beet",Plant-based fibers,Crops nec,"Bovine cattle, sheep and goats, horses",Animal products nec,Raw milk,"Wool, silk-worm cocoons",Forestry,Fishing,Coal,Oil,Gas,Other Extraction (formerly omn Minerals nec),Bovine meat products,Meat products nec,Vegetable oils and fats,Dairy products,Processed rice,Sugar,Food products nec,Beverages and tobacco products,Textiles,Wearing apparel,Leather products,Wood products,"Paper products, publishing","Petroleum, coal products",Chemical products,Basic pharmaceutical products,Rubber and plastic products,Mineral products nec,Ferrous metals,Metals nec,Metal products,"Computer, electronic and optical products",Electrical equipment,Machinery and equipment nec,Motor vehicles and parts,Transport equipment nec,Manufactures nec,Electricity transmission and distribution,"Gas manufacture, distribution",Water,Construction,Trade,"Accommodation, Food and service activities",Transport nec,Water transport,Air transport,Warehousing and support activities,Communication,Financial services nec,Insurance (formerly isr),Real estate activities,Business services nec,Recreational and other services,Public Administration and defense,Education,Human health and social work activities,Dwellings,Nuclear power,Coal power baseload,Gas power baseload,Wind power,Hydro power baseload,Oil power baseload,Other baseload,Gas power peakload,Hydro power peakload,Oil power peakload,Solar power,Household,Paddy rice,Wheat,Cereal grains nec,"Vegetables, fruit, nuts",Oil seeds,"Sugar cane, sugar beet",Plant-based fibers,Crops nec,"Bovine cattle, sheep and goats, horses",Animal products nec,Raw milk,"Wool, silk-worm cocoons",Forestry,Fishing,Coal,Oil,Gas,Other Extraction (formerly omn Minerals nec),Bovine meat products,Meat products nec,Vegetable oils and fats,Dairy products,Processed rice,Sugar,Food products nec,Beverages and tobacco products,Textiles,Wearing apparel,Leather products,Wood products,"Paper products, publishing","Petroleum, coal products",Chemical products,Basic pharmaceutical products,Rubber and plastic products,Mineral products nec,Ferrous metals,Metals nec,Metal products,"Computer, electronic and optical products",Electrical equipment,Machinery and equipment nec,Motor vehicles and parts,Transport equipment nec,Manufactures nec,Electricity transmission and distribution,"Gas manufacture, distribution",Water,Construction,Trade,"Accommodation, Food and service activities",Transport nec,Water transport,Air transport,Warehousing and support activities,Communication,Financial services nec,Insurance (formerly isr),Real estate activities,Business services nec,Recreational and other services,Public Administration and defense,Education,Human health and social work activities,Dwellings,Nuclear power,Coal power baseload,Gas power baseload,Wind power,Hydro power baseload,Oil power baseload,Other baseload,Gas power peakload,Hydro power peakload,Oil power peakload,Solar power,Capital,Labor,Natural resources,Electricity,Capital Accumulation
Factor,Capital,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0467923,9.81161,14.1657,126.226,17.2541,0.189482,0.151519,16.6996,24.3262,10.986,24.2739,0.204543,74.8637,5.37876,2.06355,155.271,0.766663,119.728,2.95069,4.38369,0.8929,174.293,0.843245,0.117638,36.9257,8.65679,18.4392,54.4173,82.7044,34.5964,22.4387,10.7844,6.93929,4.50769,6.32242,41.5682,22.4037,11.3219,45.2032,2.27118,12.9429,8.11031,6.50373,0.612134,6.79207,16.3408,0.026226,17.2978,276.407,1290.32,719.53,163.675,36.7096,63.7062,127.155,239.679,105.473,17.3723,379.864,92.6378,92.192,36.4321,8.5704,16.4077,360.875,,,,,162.454,,,,25.549,,0.0593442,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Factor,Labor,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.13393075,28.082947,40.545507,361.28684,49.384992,0.54233837,0.43368128,47.798023,69.627081,31.444328,69.477431,0.58544971,12.712613,2.8634623,1.7828445,6.0269155,0.0283964,31.49449,1.2227974,2.7847863,0.37099535,21.81307,0.06906756,0.06641236,22.982199,2.7818392,18.664958,62.27107,62.54952,22.795163,24.216593,0.8955751,5.324023,2.0856705,13.372861,39.935078,27.927072,10.81145,51.977453,3.6367689,14.300842,9.683196,11.175161,1.3378967,11.372617,57.545547,0.014963965,26.12373,345.241505,383.389,341.76221,103.29534,9.739697,16.760471,37.8046,188.62026,171.309604,41.8576922,75.19589,85.94087,89.88403,363.708,202.89952,382.6489,2.8896216,0,0,0,0,59.654511,0,0,0,7.7822093,0,0.023531887,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Factor,Natural resources,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Factor,Electricity,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Institution,Household,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Institution,Grid,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Institution,Govt,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Production,Paddy rice,0,0,0,0,0.0119091,0,0.0015069,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000165422,3.06E-05,3.40E-05,0.00178431,6.96E-05,2.01E-07,8.77E-06,0.0041333,0.00308728,0.00387788,0.00270179,3.68E-05,0.000478098,2.02E-05,4.99E-08,7.20E-07,1.86E-08,1.96E-07,0.000257838,0.00143346,0.000250523,0.00720091,0.0504834,6.67E-07,0.00592419,0.000249877,5.59E-05,0.000838118,0.000265236,3.32E-05,3.77E-05,1.50E-06,3.45E-05,5.58E-06,7.14E-06,1.07E-05,9.18E-08,4.31E-08,2.20E-06,3.34E-06,6.52E-05,2.96E-05,4.76E-08,4.95E-09,0.000153094,2.10E-05,4.71E-10,1.64E-06,4.80E-05,0.00128973,0.0968423,3.85E-05,2.47E-05,1.38E-06,0.00170748,1.76E-05,1.49E-06,8.90E-07,0.000639176,0.000428949,0.00214838,0.0315561,0.000252041,0.000155729,7.29E-05,,,,,3.62E-05,,,,3.43E-06,,1.44E-08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.14059
Production,Wheat,0,0,0,0,21.5644,0,0.122016,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.15E-05,2.84697,0.00203657,0.00728411,0.000632824,1.06E-05,0.00261399,0.00599716,6.12956,7.24397,13.2911,0.12832,0.00105456,4.42E-05,8.26E-08,8.13E-07,4.87E-07,0.00016909,0.0010754,0.00132037,0.000420857,0.0465458,9.76E-05,1.73E-05,12.3913,0.298818,0.000662376,0.000527939,0.0224659,0.00276585,5.68E-05,8.20E-07,0.00956278,0.00221669,0.00831207,1.50E-05,9.43E-07,6.33E-07,2.80E-05,3.48E-07,5.90E-06,3.49E-06,2.63E-07,1.16E-08,4.48E-05,6.85E-05,1.26E-08,0.000330966,9.82E-05,0.00113726,0.0512103,3.28E-05,0.000632542,7.23E-06,0.000492407,0.0503234,1.03E-05,2.79E-06,0.05106,0.380572,0.162697,0.052868,0.0015399,0.00762594,4.19E-05,,,,,0.000118047,,,,1.12E-05,,4.68E-08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0904407
